t,demand
53,994,682.80
54,004,292.50
54,014,048
54,023,877.80
54,033,799.20
54,043,730.10
54,053,718
54,063,933.90
54,074,664.20
54,085,465.40
54,095,724.30
54,106,067.40
54,116,272.30
54,125,723.40
54,135,913.20
54,146,682.90
54,156,744.30
54,166,460
54,176,374.80
54,186,521.40
54,196,169
54,205,939.10
54,215,729.10
54,225,219.20
54,234,616.10
54,244,235.90
54,254,025.80
54,263,857.20
54,273,715.20
54,283,608
54,293,724.10
54,303,905.60
54,314,504.40
54,324,894.70
54,335,037.90
54,345,114.70
54,355,294.70
54,365,018.10
54,375,204.70
54,385,990.40
54,396,241.10
54,406,105.90
54,415,882.10
54,426,259
54,436,021.30
54,445,704.20
54,455,569.70
54,465,130.80
54,474,604.10
54,484,217.70
54,493,998
54,503,832.50
54,513,737.10
54,523,578.50
54,533,649.90
54,543,838.10
54,554,612.70
54,565,405.70
54,575,690.50
54,585,801.80
54,595,821.20
54,605,073.50
54,615,051.60
54,625,376.10
54,635,580.80
54,645,683.50
54,655,625.40
54,665,887.40
54,675,703
54,685,518.70
54,695,234.80
54,704,709.90
54,714,180.70
54,723,766.70
54,733,636
54,743,422.10
54,753,324.50
54,763,278.50
54,773,340.90
54,783,645.70
54,794,329.90
54,805,037.40
54,815,379.70
54,825,700.80
54,835,807.20
54,845,304.70
54,855,656.90
54,866,487.50
54,876,809.10
54,886,585
54,896,279.20
54,906,563.40
54,916,194.50
54,925,812.70
54,935,471
54,945,118.50
54,954,705.20
54,964,332.70
54,974,106.80
54,983,902.50
54,993,652.60
55,003,528.70
55,013,463.50
55,023,516.80
55,034,010.20
55,044,728.30
55,055,188.40
55,065,473.70
55,075,439.90
55,085,072.10
55,095,253.50
55,105,204.80
55,115,565.50
55,125,437.40
55,135,457.10
55,146,052
55,155,882
55,165,591.30
55,175,424.10
55,185,040.40
55,194,706.40
55,204,411.50
55,214,199.70
55,223,982.10
55,233,869.90
55,243,634.40
55,253,418
55,263,406.20
55,273,777.60
55,284,233.90
55,294,685.10
55,304,922.50
55,315,077.30
55,325,000.40
55,335,019.80
55,345,106.30
55,355,100.90
55,365,091.40
55,375,197.10
55,385,957.50
55,396,025.40
55,405,946.20
55,415,729.90
55,425,318.40
55,434,738.90
55,444,408.80
55,454,175.80
55,463,878.80
55,473,674
55,483,590.50
55,493,502.90
55,503,484.70
55,513,860.40
55,524,473.50
55,534,875.90
55,545,178.20
55,555,349.20
55,565,312.90
55,575,246.70
55,585,155.30
55,594,819.80
55,604,781.80
55,614,885.60
55,625,477
55,635,582.60
55,645,535.30
55,655,345.20
55,664,899.20
55,674,472.20
55,684,166.20
55,693,949.50
55,703,809.10
55,713,633.90
55,723,559.80
55,733,685.40
55,743,839.90
55,754,520
55,765,254.20
55,775,314
55,785,484.90
55,795,508.30
55,804,776.10
55,814,709.60
55,825,272.20
55,835,367.50
55,845,308.10
55,855,461.60
55,865,746.50
55,875,458.20
55,885,240.40
55,895,057.70
55,904,518.80
55,914,033.90
55,923,686.30
55,933,568.10
55,943,427.80
55,953,340.10
55,963,200.10
55,973,274
55,983,507.10
55,994,098.70
56,004,698.30
56,014,756.60
56,024,894.80
56,034,924.40
56,044,432.80
56,054,545.10
56,065,085
56,075,261
56,085,251.40
56,095,179
56,105,605.20
56,115,402.10
56,125,075.80
56,134,764.50
56,144,322.80
56,153,824
56,163,466.70
56,173,302.70
56,183,196.80
56,193,081.80
56,203,062.20
56,213,194.30
56,223,395.50
56,234,133.40
56,244,990.60
56,255,393.50
56,265,751.50
56,275,903.80
56,285,412.70
56,295,617.70
56,306,408.60
56,316,582.20
56,326,439.90
56,336,095.10
56,346,378
56,356,128.80
56,365,819.40
56,375,664.80
56,385,129.80
56,394,557.80
56,404,151.60
56,413,813
56,423,702.30
56,433,576.60
56,443,409.60
56,453,469.90
56,463,679.20
56,474,502.80
56,485,523.80
56,496,004
56,506,305.30
56,516,390.70
56,525,889
56,536,170.10
56,546,748.50
56,556,892.90
56,566,666.40
56,576,313.80
56,586,473.50
56,596,271.70
56,606,047.60
56,615,828
56,625,370.40
56,634,909.60
56,644,517.80
56,654,279.60
56,664,063.40
56,673,874.50
56,683,704.50
56,693,592.60
56,703,703.10
56,714,157
56,724,867.40
56,735,282.80
56,745,612.50
56,755,842
56,765,512.50
56,775,367.30
56,785,730.10
56,795,439.40
56,805,318.70
56,815,541
56,826,152.90
56,835,996.60
56,845,738.90
56,855,652.60
56,865,248.20
56,874,735.20
56,884,197
56,893,801.50
56,903,901.10
56,913,811.90
56,923,747.20
56,933,511.70
56,943,269.50
56,952,037.80
56,964,240.30
56,974,400.50
56,984,608.60
56,994,842.40
57,004,945.90
57,014,899.10
57,024,958.50
57,034,939.40
57,044,593.50
57,054,986.50
57,065,502.10
57,075,514.20
57,085,418.50
57,095,314
57,104,821.40
57,114,400.90
57,124,092.40
57,133,873.60
57,143,740.20
57,153,586.30
57,163,503.60
57,173,513
57,183,579.90
57,194,128.60
57,204,839.30
57,215,093.60
57,225,411.30
57,235,514.60
57,245,106.80
57,255,377.70
57,266,151.80
57,276,373.80
57,286,292.80
57,296,019.70
57,306,329.80
57,316,023
57,325,695
57,335,588.70
57,345,076.10
57,354,514.90
57,364,141.90
57,373,937.20
57,383,762.70
57,393,639.80
57,403,508
57,413,506.40
57,423,800.40
57,434,535.30
57,445,278.50
57,455,614.40
57,465,976.50
57,476,100
57,485,584.60
57,495,836.80
57,506,556.60
57,516,671.90
57,526,596.70
57,536,533.90
57,546,718.70
57,556,407.30
57,566,147.50
57,575,846.20
57,585,311.60
57,594,710.70
57,604,288.30
57,614,044.10
57,623,842.20
57,633,649.50
57,643,588.30
57,653,569.30
57,663,905.10
57,674,744.40
57,685,643.30
57,696,176.20
57,706,526.10
57,716,615.20
57,726,001.50
57,736,263.20
57,747,030.60
57,756,983.10
57,766,494
57,776,395.80
57,786,480.40
57,796,145.20
57,805,852.30
57,815,693
57,825,204.60
57,834,719.40
57,844,327
57,854,091.80
57,863,902.60
57,873,746.80
57,883,624.10
57,893,638.80
57,903,904.90
57,914,666.20
57,925,398.60
57,935,745.80
57,946,067.20
57,956,336.10
57,965,909.60
57,976,104.50
57,986,859
57,996,937.40
58,006,745.60
58,016,535.80
58,026,757.30
58,036,533.30
58,046,254.40
58,056,127.90
58,065,648.60
58,075,038.10
58,084,578.80
58,094,319.50
58,104,123.90
58,114,017.10
58,123,882.70
58,133,726.60
58,144,001.50
58,154,976.90
58,165,835
58,176,303.90
58,186,698.70
58,196,847.40
58,206,079.80
58,216,303.10
58,226,903.90
58,236,932.50
58,246,640.80
58,256,390.90
58,266,691.80
58,276,370.40
58,286,061.90
58,295,943.60
58,305,506.50
58,314,999.90
58,324,633.90
58,334,375.30
58,344,157.20
58,354,011.50
58,363,892.60
58,373,641.80
58,383,742.80
58,394,228.60
58,404,989.90
58,415,473.80
58,425,805.40
58,435,916.50
58,445,664.20
58,455,221.90
58,465,250.50
58,475,568
58,485,540.50
58,495,754
58,506,355.50
58,516,184.70
58,525,920.90
58,535,819.40
58,545,446.70
58,555,020.30
58,564,702.90
58,574,432.50
58,584,221.60
58,594,024.20
58,603,799.80
58,613,601.70
58,623,586
58,633,937
58,644,484
58,654,864.40
58,665,177.90
58,675,330.80
58,685,227.50
58,695,271.90
58,705,260.20
58,715,009.70
58,724,853.20
58,735,012.60
58,745,638.10
58,755,628.50
58,765,644.10
58,775,528.60
58,785,076.10
58,794,638.90
58,804,310.30
58,814,081.10
58,823,950.20
58,833,845.30
58,843,785.50
58,853,765.60
58,863,852.30
58,873,730.70
58,884,172.20
58,895,353.40
58,905,432.90
58,915,462.40
58,925,013.60
58,935,332.10
58,945,985.70
58,956,203.90
58,966,082.50
58,976,091.50
58,986,158.20
58,995,824.80
59,005,549.70
59,015,339.80
59,024,879
59,034,321.30
59,043,974.20
59,053,717
59,063,628.60
59,073,485.90
59,083,381.50
59,093,471.40
59,103,698.20
59,114,349.30
59,125,099.20
59,135,457.90
59,145,583.80
59,155,726
59,165,318.70
59,175,572.10
59,186,333.20
59,196,568.40
59,206,452
59,216,372.10
59,226,565.10
59,236,302.80
59,245,967.40
59,255,783.80
59,265,196.20
59,274,628.20
59,284,205
59,293,965.30
59,303,752.60
59,313,536.30
59,323,509.80
59,333,517.60
59,343,769
59,354,532.10
59,365,326.70
59,375,719.90
59,385,950.30
59,396,090.60
59,405,451.60
59,415,770.90
59,426,642
59,436,701.10
59,446,485
59,456,254.50
59,466,558.60
59,476,275.10
59,485,868.30
59,495,615.80
59,505,078.30
59,514,491.40
59,524,058.70
59,533,718
59,543,491.20
59,553,382.40
59,563,335.80
59,573,306.80
59,583,581.40
59,594,349.70
59,604,930.10
59,615,282
59,625,605.90
59,635,829.40
59,645,826.70
59,656,073.40
59,666,847.20
59,676,976.60
59,686,818.20
59,696,525.40
59,706,810.10
59,716,505.90
59,726,180.30
59,735,911.30
59,745,352.70
59,754,810
59,764,379.80
59,774,160.90
59,783,968.90
59,793,775.90
59,803,692.70
59,813,616.40
59,823,888.40
59,834,734.70
59,845,751.50
59,856,197.30
59,866,633.10
59,876,793.50
59,886,068.30
59,896,342.30
59,907,016.70
59,917,178.70
59,926,948.80
59,936,758.90
59,947,019.80
59,956,702.50
59,966,435.40
59,976,283.90
59,985,805.30
59,995,277.80
60,004,880.80
60,014,612.50
60,024,389.80
60,034,140.70
60,043,969.20
60,053,809
60,063,820.60
60,074,230
60,084,917.90
60,095,372.80
60,105,584.90
60,113,954.70
60,123,406.90
60,135,119
60,145,378.50
60,155,537.60
60,165,239.20
60,175,624.20
60,186,068.10
60,195,894.80
60,205,648
60,215,502
60,225,103.60
60,234,737.10
60,244,434.80
60,254,188.90
60,263,825.70
60,273,690.50
60,283,504.80
60,293,311
60,303,331.60
60,313,742.70
60,324,186.80
60,334,508.10
60,344,730.20
60,354,944.10
60,364,965.80
60,374,967.20
60,385,051.70
60,395,143.90
60,405,153
60,415,390.10
60,426,135
60,436,121.40
60,446,028.20
60,455,793.20
60,465,361.30
60,474,798.70
60,484,440
60,494,206.60
60,504,073.10
60,513,986.50
60,523,823.50
60,533,912.60
60,543,259.40
60,554,014.10
60,564,649.90
60,574,970.70
60,584,941.30
60,595,191.80
60,604,955.40
60,615,199.90
60,626,108.40
60,636,358.30
60,646,204
60,656,023.60
60,666,215.40
60,675,998.80
60,685,712.60
60,695,495.80
60,705,033.70
60,714,473
60,724,077.40
60,733,869.90
60,743,731.80
60,753,624
60,763,483.10
60,773,528
60,783,783
60,794,600.20
60,805,412.30
60,815,750.20
60,826,000.60
60,836,077.10
60,845,547
60,855,768.50
60,866,479.40
60,876,636.70
60,886,487.90
60,896,525.30
60,906,810.50
60,916,558.50
60,926,330.20
60,936,067
60,945,548.80
60,954,914.60
60,964,489.90
60,974,219
60,984,035.60
60,993,896
61,003,753.70
61,013,704.90
61,024,045.30
61,034,852.50
61,045,727.60
61,056,255.40
61,066,645
61,076,732.70
61,086,081
61,096,400.40
61,107,245.20
61,117,422.20
61,127,204.20
61,136,986.40
61,147,313
61,157,076.10
61,166,771.10
61,176,470.10
61,185,838.30
61,195,243.40
61,204,775
61,214,504.40
61,224,285.10
61,234,140.50
61,243,892.50
61,253,841.80
61,264,101.50
61,275,068.90
61,284,500.20
61,296,092.20
61,306,699.90
61,316,924.50
61,326,313.70
61,336,436.70
61,346,276
61,356,831.10
61,366,743
61,376,566.90
61,386,779.60
61,396,424.60
61,406,168.60
61,416,009.40
61,425,397.20
61,434,838.80
61,444,440.30
61,454,195.70
61,463,971.60
61,473,795.70
61,483,716.10
61,493,708.60
61,504,082.50
61,514,922.20
61,525,802.30
61,536,318.70
61,546,686.30
61,556,831.80
61,566,263
61,576,401.90
61,585,973
61,596,114.90
61,606,107.60
61,616,298.20
61,626,538.90
61,636,244.20
61,645,892.60
61,655,633.80
61,665,234
61,674,778.40
61,684,385
61,694,114
61,703,931.50
61,713,789.40
61,723,636.90
61,733,565.10
61,743,682.50
61,754,082.20
61,764,609.30
61,774,846.90
61,785,030.10
61,794,993.70
61,804,618.10
61,814,469.60
61,824,669.10
61,834,745.50
61,844,680.20
61,854,947.60
61,865,533.40
61,875,388.10
61,885,139.60
61,895,039.40
61,904,699
61,914,365.30
61,924,102.40
61,933,872.60
61,943,758.80
61,953,619.10
61,963,516.50
61,973,310.90
61,983,254.80
61,993,654.10
62,004,200.50
62,014,565.40
62,024,880
62,035,038.90
62,045,087.90
62,055,034.50
62,065,123.20
62,075,205.50
62,085,135
62,095,257.20
62,106,000.30
62,116,020
62,126,011.60
62,135,805.10
62,145,395.30
62,154,815.90
62,164,417.10
62,174,178.70
62,184,022.70
62,193,880.80
62,203,767
62,213,644.60
62,223,884
62,234,865.30
62,245,850.20
62,256,406.50
62,266,850.20
62,277,082.30
62,286,353.40
62,296,573.20
62,306,450.90
62,316,628.50
62,326,476.10
62,336,413.40
62,346,728.40
62,356,426.30
62,366,147
62,376,112.60
62,385,604.80
62,394,701.70
62,404,278.30
62,414,048
62,423,854.10
62,433,719.60
62,443,657.20
62,453,634.90
62,464,009.90
62,474,952.40
62,486,039.90
62,496,488.40
62,506,873.50
62,517,093.20
62,526,275.60
62,536,596.80
62,547,344.80
62,557,479.30
62,567,210.80
62,577,296
62,587,305.10
62,596,944.50
62,606,599.30
62,616,418
62,625,857.30
62,635,249.40
62,644,752.60
62,654,445.80
62,664,243.40
62,674,060.50
62,683,894
62,693,884.20
62,704,263.70
62,715,198.70
62,726,253.30
62,736,770.90
62,746,975.80
62,756,899.30
62,766,414.10
62,776,746.40
62,787,603
62,797,722.60
62,807,515.70
62,817,345.60
62,827,560
62,837,250.10
62,846,949.60
62,856,867.40
62,866,288.20
62,875,657.40
62,885,128.30
62,894,772.20
62,904,555.70
62,914,325.50
62,924,167.50
62,934,083.60
62,944,381
62,955,420.90
62,966,409.10
62,976,885.30
62,987,265.40
62,997,094.80
63,006,263.90
63,016,754.50
63,027,592.80
63,037,079.90
63,046,825
63,056,753.30
63,066,835.70
63,076,561.10
63,086,298
63,096,170
63,105,658
63,115,111.90
63,124,665.50
63,134,410.80
63,144,203.40
63,154,083.40
63,163,952.10
63,173,933.50
63,184,194.80
63,194,977.20
63,205,360.10
63,215,704.30
63,226,679.80
63,236,907
63,246,395.40
63,256,682.80
63,267,201.90
63,276,500.30
63,286,410.90
63,296,466
63,306,541.20
63,316,303.70
63,326,015.60
63,335,911.50
63,345,424.30
63,354,920.60
63,364,597.40
63,374,384.80
63,384,237.70
63,394,056.40
63,403,903.40
63,413,670.60
63,423,821.80
63,434,294.20
63,445,102.90
63,455,537.60
63,465,765.90
63,475,921.10
63,485,698.70
63,495,647.10
63,505,408.10
63,515,290.50
63,525,336.60
63,535,651.60
63,545,864.40
63,555,751.10
63,565,504.90
63,575,344.70
63,584,995.50
63,594,604.60
63,604,268.40
63,614,068.20
63,623,896.30
63,633,719.10
63,643,578.50
63,653,378.40
63,663,314.20
63,673,686.20
63,684,218.70
63,694,653.30
63,704,942.10
63,714,976.30
63,725,073.40
63,734,968.90
63,745,061.50
63,755,148.40
63,765,148
63,775,386.90
63,786,101.70
63,796,021
63,805,910.50
63,815,788.60
63,825,309.20
63,834,896.10
63,844,603.50
63,854,349.50
63,864,124.30
63,873,946.40
63,883,834
63,893,773.20
63,904,075.10
63,915,153.60
63,926,194.20
63,936,652
63,947,015.40
63,957,144.30
63,966,555.50
63,976,835.60
63,987,618.90
63,997,329.10
64,006,766.20
64,016,721.30
64,026,979.70
64,036,762.10
64,046,386.20
64,056,198.80
64,065,687.60
64,075,047.80
64,084,663.90
64,094,396.60
64,104,204.60
64,114,062.60
64,123,965.30
64,133,815.40
64,144,198.70
64,155,029.10
64,165,943.70
64,176,367
64,186,801.30
64,197,003.80
64,206,356.40
64,216,559.10
64,226,494.30
64,236,392.80
64,246,191.30
64,256,246
64,266,423.70
64,276,221
64,285,996.20
64,295,859.60
64,305,336.70
64,314,809
64,324,429.40
64,334,227.50
64,344,092.80
64,353,889.10
64,363,810.10
64,373,794.70
64,384,070
64,394,659.20
64,405,151.10
64,415,607.70
64,426,244
64,436,599.40
64,446,166.40
64,456,543.20
64,467,309.70
64,477,211.50
64,486,984.60
64,496,865.90
64,507,049.20
64,516,610.70
64,526,315.40
64,536,232.20
64,545,821.90
64,555,247
64,564,727
64,574,447.70
64,584,307.50
64,594,173.60
64,604,007.80
64,613,974.30
64,624,317.90
64,635,232.30
64,646,087.50
64,656,666.50
64,666,972.30
64,677,111.70
64,686,575.70
64,696,837.50
64,707,702.50
64,717,541.10
64,726,998
64,736,867.70
64,747,092.80
64,756,819
64,766,615.50
64,776,281.10
64,785,765.10
64,795,212.80
64,804,804.80
64,814,550.80
64,824,341.80
64,834,192.70
64,844,020.80
64,854,024.40
64,864,309.60
64,874,997.70
64,885,632
64,895,995.40
64,906,230.50
64,916,243.20
64,925,753
64,935,984.80
64,946,624.80
64,956,779.70
64,966,675.40
64,976,550.70
64,986,772.70
64,996,518.10
65,006,212.90
65,016,098.80
65,025,655.40
65,035,177.30
65,044,830.50
65,054,596
65,064,409.50
65,074,244.50
65,084,032.60
65,093,768.20
65,103,917.30
65,114,451.50
65,125,222.60
65,135,820.20
65,146,180
65,156,282.60
65,166,012.40
65,175,992.10
65,186,099
65,195,757.90
65,205,550.40
65,215,732.10
65,226,348.70
65,236,215.90
65,245,942.10
65,255,848.80
65,265,506.50
65,275,139
65,284,856.90
65,294,625.40
65,304,448
65,314,282.90
65,324,086.60
65,333,818.40
65,343,936.40
65,354,351.30
65,364,892.20
65,375,334.70
65,385,565.30
65,395,683.40
65,405,573.80
65,415,402.80
65,425,123.60
65,435,078.30
65,445,131.40
65,455,497.90
65,466,072.30
65,476,061.90
65,485,920.40
65,495,815.50
65,505,376.30
65,514,946.20
65,524,594.30
65,534,383.70
65,544,241.90
65,554,146.20
65,563,948.60
65,573,802.70
65,583,994.10
65,594,461.90
65,604,966.20
65,615,114.70
65,625,120.70
65,635,044.30
65,644,667.40
65,654,837
65,665,612.80
65,676,001.60
65,685,958.80
65,696,004.40
65,706,269.30
65,716,063
65,725,747
65,735,671.60
65,745,181.20
65,754,682.80
65,764,351.10
65,774,142.40
65,783,998.90
65,793,848.20
65,803,724.20
65,813,708.40
65,824,037.20
65,834,963.30
65,846,020.90
65,856,478.30
65,866,688.50
65,876,880
65,886,309.40
65,896,549.60
65,907,148.60
65,917,200.50
65,926,895.20
65,936,945.80
65,947,039.30
65,956,749.90
65,966,527.80
65,976,368.20
65,985,880.30
65,995,158.40
66,004,766.50
66,014,496.60
66,024,303.70
66,034,164.50
66,043,945
66,053,888.20
66,064,145.70
66,074,728
66,085,261.50
66,095,390
66,105,494.20
66,115,432.20
66,124,657.50
66,135,035.40
66,145,788.60
66,156,121.70
66,165,989.90
66,176,022.90
66,186,444.90
66,196,170.80
66,205,919.60
66,215,791.70
66,225,383.70
66,234,860.70
66,244,496.40
66,254,273.60
66,264,111.60
66,273,988.40
66,283,906.20
66,293,574.20
66,303,847.10
66,314,718.60
66,325,600.50
66,336,192.30
66,346,642.40
66,356,881.80
66,366,247.60
66,376,448.10
66,386,971.80
66,396,809.70
66,406,532.60
66,416,663.50
66,426,836.40
66,436,480
66,446,167.10
66,455,990.50
66,465,570.10
66,475,001.30
66,484,598.50
66,494,345.60
66,504,172.90
66,513,966.40
66,523,886.10
66,533,821.50
66,543,913.80
66,554,256.30
66,564,668.80
66,574,800
66,585,077.50
66,595,172.20
66,604,828.50
66,615,015.70
66,625,457.30
66,635,434.60
66,645,257.20
66,655,325
66,665,610.90
66,675,387
66,685,183
66,695,137.30
66,704,824.30
66,714,413.80
66,724,115
66,733,892.90
66,743,605.20
66,753,490.90
66,763,425.90
66,773,289.70
66,783,491.10
66,794,025.30
66,804,681.20
66,814,949.80
66,825,261.60
66,835,418.70
66,845,311.60
66,855,500.80
66,865,811.40
66,876,001.30
66,885,775.20
66,895,987.90
66,906,483.30
66,916,339
66,926,103.40
66,935,862.60
66,945,496.60
66,955,065.10
66,964,741.30
66,974,496
66,983,634.50
66,993,569.40
67,003,775.40
67,013,603.80
67,023,602.40
67,033,868.80
67,044,435
67,054,816.70
67,065,061.80
67,075,334.40
67,083,749.80
67,094,199.50
67,104,867.40
67,114,961.40
67,124,944.70
67,135,223.10
67,145,918.60
67,155,875
67,165,808.10
67,175,767.80
67,185,384.90
67,194,921.40
67,204,580
67,214,326.20
67,224,156
67,234,007.60
67,243,796.50
67,253,686
67,263,988
67,274,980.60
67,286,057.20
67,296,606.40
67,306,904
67,316,825.40
67,326,119.90
67,335,077.40
67,345,650.20
67,355,743.50
67,365,686.80
67,375,768.70
67,385,536.10
67,395,180
67,405,436.10
67,415,225.50
67,424,809.90
67,434,285.50
67,443,957.40
67,453,784.40
67,463,647.50
67,473,563.30
67,483,552.10
67,493,444.50
67,502,690
67,514,349.40
67,525,208.90
67,535,743.50
67,546,063.50
67,556,256.90
67,565,730.20
67,575,828.90
67,586,963
67,597,120.60
67,606,862.50
67,616,563.30
67,626,642.30
67,636,368.90
67,646,196.50
67,656,120.20
67,665,629.50
67,675,068.50
67,684,609.40
67,694,251.50
67,704,097.90
67,713,934.90
67,723,742.90
67,733,636.10
67,743,763.70
67,754,546.10
67,765,206.70
67,775,482.70
67,782,779.10
67,794,424
67,805,103.20
67,815,056.80
67,825,716.10
67,833,398.80
67,844,595.10
67,856,060.70
67,866,302.40
67,876,044.50
67,885,821
67,895,609.40
67,905,195.10
67,914,699
67,924,344
67,934,154.80
67,944,007.20
67,953,902.70
67,963,727.70
67,973,579.20
67,983,937.90
67,994,678.20
68,005,455.20
68,015,760.20
68,025,943.60
68,035,989.70
68,045,522
68,055,725.50
68,066,583.10
68,076,786.50
68,086,689.70
68,096,727.20
68,106,652.50
68,116,326.20
68,126,042.20
68,135,812
68,145,325.40
68,154,844.60
68,164,496.60
68,174,299
68,184,137.50
68,194,042.60
68,203,830.70
68,213,703.50
68,223,886.50
68,234,377.20
68,244,893.80
68,255,164.90
68,265,283
68,275,283.70
68,284,708.10
68,294,674.10
68,305,088
68,315,217.90
68,325,184.60
68,335,327.90
68,345,754
68,355,620.90
68,365,374.30
68,375,208
68,384,820.50
68,394,374.30
68,403,984.90
68,413,744.90
68,423,655.20
68,433,501.80
68,443,396
68,453,350.60
68,463,541.90
68,473,956.10
68,484,572.90
68,494,972.10
68,505,256.70
68,515,465.70
68,525,362.50
68,535,363.70
68,545,708
68,555,809.50
68,565,693.30
68,575,906.10
68,586,342.60
68,596,121.10
68,605,880.90
68,615,786.50
68,625,473.50
68,635,095.20
68,644,720.60
68,654,474.40
68,664,303.60
68,674,157.90
68,683,858.60
68,693,577.20
68,703,636.50
68,713,953.10
68,724,392.40
68,734,571.90
68,744,863.20
68,755,056.50
68,764,820.10
68,774,523.60
68,784,502.70
68,794,549.20
68,804,517.50
68,814,921
68,825,462.60
68,835,408.30
68,845,225.80
68,855,089.50
68,864,785.80
68,874,470
68,884,201.10
68,894,000.10
68,903,879
68,913,798.10
68,923,569.90
68,933,414.40
68,943,503.20
68,953,795.10
68,964,332.90
68,974,799.10
68,985,186
68,995,389.90
69,005,388.20
69,015,355.50
69,025,466.80
69,035,512.30
69,045,438.90
69,055,605.20
69,066,154.40
69,076,221.70
69,086,156.90
69,096,012.40
69,105,628.70
69,115,138.30
69,124,733.60
69,134,474.40
69,144,288.20
69,154,168.10
69,163,969.20
69,173,827
69,184,181
69,195,195.20
69,206,219.30
69,216,571.50
69,226,818.90
69,236,980.10
69,246,454.70
69,256,673.70
69,267,246.70
69,277,426.80
69,287,172.60
69,297,121.40
69,307,126.20
69,316,909
69,326,621.20
69,336,434.20
69,345,921.50
69,355,316
69,364,865.20
69,374,573.80
69,384,378.70
69,394,234.50
69,404,043.70
69,413,739.20
69,424,148.80
69,435,082.90
69,445,999.30
69,456,428
69,466,696.30
69,476,856.50
69,486,552.60
69,496,939.20
69,507,630.50
69,517,698
69,527,523.70
69,537,457.70
69,547,610
69,557,328.30
69,567,011.30
69,576,679.20
69,586,009.40
69,595,363.70
69,604,953
69,614,723.20
69,624,522.20
69,634,385.40
69,644,203.60
69,653,860.40
69,664,150.50
69,675,203.30
69,686,203.20
69,696,599.70
69,706,708.50
69,716,832.90
69,726,687.60
69,736,915.70
69,747,485.70
69,757,518.80
69,767,298.50
69,777,321.50
69,787,412.80
69,797,195.40
69,806,892.70
69,816,553.80
69,826,166.80
69,835,572.60
69,845,078.80
69,854,704.40
69,864,556.40
69,874,417.10
69,884,261.20
69,893,986.80
69,904,166.90
69,914,894
69,925,725.90
69,936,056.60
69,946,211.30
69,956,488.20
69,966,170.30
69,976,864.60
69,987,687.20
69,997,800.30
70,007,568.60
70,017,246.30
70,027,327.10
70,036,989.50
70,046,662.80
70,056,626.80
70,066,170.30
70,075,576.60
70,085,151.10
70,094,891
70,104,607.50
70,114,392.30
70,124,260.90
70,133,860.40
70,143,852.70
70,154,339.90
70,165,134.50
70,175,673
70,186,016.60
70,196,102.70
70,205,353.70
70,214,848.10
70,225,307.70
70,235,535.30
70,245,561
70,255,853.80
70,266,100.60
70,275,968.10
70,285,686.90
70,295,682.20
70,305,379.90
70,315,031.30
70,324,666.30
70,334,454.70
70,344,316
70,354,135.70
70,363,926.20
70,373,660.40
70,383,655.90
70,393,932.60
70,404,403.80
70,414,725.10
70,424,965.20
70,435,027
70,445,033.10
70,454,937
70,464,909.10
70,474,949.50
70,484,945.60
70,495,022.30
70,505,650.10
70,515,699.50
70,525,671.40
70,535,481.20
70,545,025.30
70,554,604.50
70,564,300
70,574,097.30
70,583,969
70,593,876.40
70,603,789.90
70,613,682.10
70,623,868.80
70,634,807.80
70,645,721.10
70,656,086.90
70,666,429.50
70,676,596.90
70,685,993
70,696,393.90
70,707,061.60
70,716,899.90
70,726,698.60
70,736,692.90
70,746,818
70,756,594.70
70,766,327
70,776,234.90
70,785,718.30
70,795,119.80
70,804,788.60
70,814,521.90
70,824,387.70
70,834,266.60
70,844,096.90
70,853,977.20
70,864,204.20
70,874,937
70,885,256
70,895,224.20
70,905,512.30
70,916,133.20
70,925,644.10
70,936,021.80
70,946,762.90
70,956,911.30
70,966,788.10
70,977,036.40
70,987,007.80
70,996,753.60
71,006,533.20
71,016,343.30
71,025,859.50
71,035,265.80
71,044,843.70
71,054,109.90
71,063,554.80
71,073,608.10
71,083,641.80
71,093,636.70
71,103,866.20
71,114,646.80
71,125,560.70
71,136,048
71,146,294.60
71,156,336.50
71,165,717.70
71,175,645.50
71,186,460.10
71,196,946.70
71,207,000.60
71,216,958.10
71,227,102.90
71,236,825.70
71,246,550
71,256,398.40
71,265,889.40
71,275,315.10
71,284,895.90
71,294,681.80
71,304,492.20
71,314,263.80
71,324,088.50
71,334,011
71,344,299
71,355,166.20
71,366,293.50
71,376,710.30
71,387,016.90
71,397,058.70
71,406,244.20
71,416,533.80
71,427,273.90
71,437,294.40
71,446,830.30
71,456,858
71,466,739.50
71,476,549.50
71,486,325.60
71,495,999.30
71,505,501.80
71,515,012.30
71,524,634.90
71,534,456.60
71,544,312.80
71,554,191.10
71,564,052.10
71,573,964.10
71,584,364.70
71,595,094
71,605,761.50
71,615,754.50
71,625,904.40
71,636,391.90
71,645,430.80
71,655,147.70
71,665,569.30
71,675,728
71,685,704.10
71,695,807.20
71,705,951.80
71,715,698.80
71,725,528
71,735,366.80
71,744,989.80
71,754,623.50
71,764,358.70
71,774,163
71,783,995.70
71,793,814.50
71,803,639.90
71,813,509.50
71,823,648.50
71,834,105
71,844,656
71,854,921
71,865,184.10
71,875,332.20
71,885,198.30
71,895,144.50
71,905,472.30
71,915,548.90
71,925,456.70
71,935,781.70
71,946,359.10
71,956,211.30
71,966,038.60
71,975,931.40
71,985,516.50
